P_bar,z_m,Kz_cm2_s,LHF,qt,qc,ndz_cm3,rg_cm,reff_cm,rw_cm
2.45000e+01,8.17081e+04,3.27770e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.47000e+01,8.12473e+04,3.27955e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.49000e+01,8.07928e+04,3.28134e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.51000e+01,8.03445e+04,3.28317e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.53000e+01,7.99021e+04,3.28495e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.55000e+01,7.94656e+04,3.28673e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.57000e+01,7.90349e+04,3.28850e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.59000e+01,7.86098e+04,3.29024e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.61000e+01,7.81902e+04,3.29202e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.63000e+01,7.77760e+04,3.29371e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.65000e+01,7.73672e+04,3.29542e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.67000e+01,7.69635e+04,3.29715e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.69000e+01,7.65648e+04,3.29881e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.71000e+01,7.61712e+04,3.30050e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.73000e+01,7.57825e+04,3.30216e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.75000e+01,7.53985e+04,3.30383e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.77000e+01,7.50192e+04,3.30548e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.79000e+01,7.46446e+04,3.30711e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.81000e+01,7.42744e+04,3.30869e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.83000e+01,7.39087e+04,3.31033e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.85000e+01,7.35474e+04,3.31194e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.87000e+01,7.31902e+04,3.31266e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.89000e+01,7.28373e+04,3.31511e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.91000e+01,7.24885e+04,3.31665e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.93000e+01,7.21438e+04,3.31821e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.95000e+01,7.18030e+04,3.31977e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.97000e+01,7.14660e+04,3.32129e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
2.99000e+01,7.11329e+04,3.32286e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.01000e+01,7.08036e+04,3.32432e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.03000e+01,7.04779e+04,3.32587e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.05000e+01,7.01559e+04,3.32735e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.07000e+01,6.98374e+04,3.32883e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.09000e+01,6.95224e+04,3.33035e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.11000e+01,6.92108e+04,3.33180e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.13000e+01,6.89026e+04,3.33325e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.15000e+01,6.85977e+04,3.33469e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.17000e+01,6.82961e+04,3.33617e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.19000e+01,6.79977e+04,3.33756e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.21000e+01,6.77024e+04,3.33901e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.23000e+01,6.74102e+04,3.34045e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.25000e+01,6.71211e+04,3.34183e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.27000e+01,6.68350e+04,3.34321e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.29000e+01,6.65518e+04,3.34466e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.31000e+01,6.62715e+04,3.34599e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.33000e+01,6.59941e+04,3.34739e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.35000e+01,6.57194e+04,3.34876e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.37000e+01,6.54476e+04,3.35013e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.39000e+01,6.51784e+04,3.35147e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.41000e+01,6.49120e+04,3.35281e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.43000e+01,6.46481e+04,3.35417e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.45000e+01,6.43869e+04,3.35547e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.47000e+01,6.41282e+04,3.35681e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.49000e+01,6.38720e+04,3.35810e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.51000e+01,6.36183e+04,3.35945e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.53000e+01,6.33670e+04,3.36070e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.55000e+01,6.31182e+04,3.36201e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.57000e+01,6.28717e+04,3.36331e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.59000e+01,6.26275e+04,3.36460e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.61000e+01,6.23856e+04,3.36584e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.63000e+01,6.21460e+04,3.36711e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.65000e+01,6.19086e+04,3.36838e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.67000e+01,6.16733e+04,3.36964e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.69000e+01,6.14403e+04,3.37090e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.71000e+01,6.12094e+04,3.37208e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.73000e+01,6.09805e+04,3.37338e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.75000e+01,6.07538e+04,3.37456e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.77000e+01,6.05291e+04,3.37579e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.79000e+01,6.03064e+04,3.37699e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.81000e+01,6.00856e+04,3.37823e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.83000e+01,5.98669e+04,3.37940e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.85000e+01,5.96500e+04,3.38062e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.87000e+01,5.94351e+04,3.38178e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.89000e+01,5.92220e+04,3.38299e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.91000e+01,5.90108e+04,3.38413e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.93000e+01,5.88014e+04,3.38533e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.95000e+01,5.85938e+04,3.38651e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.97000e+01,2.51715e+05,3.38763e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.04000e+01,3.05008e+05,3.39146e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.15000e+01,2.80920e+05,3.39777e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.25000e+01,2.76345e+05,3.40323e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.35000e+01,2.71948e+05,3.40859e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.45000e+01,2.67716e+05,3.41380e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.55000e+01,2.63642e+05,3.41891e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.65000e+01,2.59715e+05,3.42391e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.75000e+01,2.55927e+05,3.42879e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.85000e+01,2.52270e+05,3.43357e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
4.95000e+01,2.48738e+05,3.43827e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.05000e+01,2.45324e+05,3.44285e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.15000e+01,2.42021e+05,3.44736e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.25000e+01,2.38825e+05,3.45176e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.35000e+01,2.35729e+05,3.45610e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.45000e+01,2.32729e+05,3.46034e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.55000e+01,2.29819e+05,3.46450e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.65000e+01,2.26997e+05,3.46862e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.75000e+01,2.24258e+05,3.47261e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.85000e+01,2.21598e+05,3.47654e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
5.95000e+01,2.19013e+05,3.48042e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.05000e+01,2.16500e+05,3.48422e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.15000e+01,2.14056e+05,3.48795e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.25000e+01,2.11677e+05,3.49164e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.35000e+01,2.09362e+05,3.49525e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.45000e+01,2.07108e+05,3.49879e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.55000e+01,2.04912e+05,3.50231e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.65000e+01,2.02771e+05,3.50573e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.75000e+01,2.00684e+05,3.50912e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.85000e+01,1.98648e+05,3.51245e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
6.95000e+01,1.96662e+05,3.51573e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.05000e+01,1.94723e+05,3.51895e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.15000e+01,1.92829e+05,3.52214e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.25000e+01,1.90980e+05,3.52529e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.34999e+01,1.89175e+05,3.52835e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.44999e+01,1.87409e+05,3.53138e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.54999e+01,1.85683e+05,3.53437e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.64999e+01,1.83995e+05,3.53733e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.74999e+01,1.82344e+05,3.54024e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.84999e+01,1.80728e+05,3.54310e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
7.94999e+01,1.79147e+05,3.54593e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.04999e+01,1.77599e+05,3.54871e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.14999e+01,1.76082e+05,3.55147e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.24999e+01,1.74597e+05,3.55416e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.34999e+01,1.73142e+05,3.55684e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.44999e+01,1.71716e+05,3.55948e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.54999e+01,1.70319e+05,3.56208e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.64999e+01,1.68948e+05,3.56464e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.74999e+01,1.67603e+05,3.56718e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.84999e+01,1.66285e+05,3.56970e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.94999e+01,1.64992e+05,3.57215e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.04999e+01,1.63723e+05,3.57457e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.14999e+01,1.62477e+05,3.57699e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.24999e+01,1.61254e+05,3.57936e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.34999e+01,1.60052e+05,3.58170e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.44999e+01,1.58873e+05,3.58401e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.54999e+01,1.57714e+05,3.58631e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.64999e+01,1.56576e+05,3.58855e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.74999e+01,1.55457e+05,3.59080e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.84999e+01,1.54357e+05,3.59299e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.94999e+01,5.12454e+04,3.59516e+13,0.00000e+00,1.34000e-04,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
