Pressure (bar),Altitude (m),Kz (cm2/s),LHF,qt,qc,ndz,rg (µm),reff (µm),rw (µm)
53.49997,235729.12181372684,102986843380.46461,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
54.49997,232729.01272712793,103113116478.78836,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
55.49997,229818.5010199078,103237239616.46008,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
56.499965,226997.0875139964,103359971416.13097,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
57.49996,224258.39209006354,103478827986.57677,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
58.49996,221597.888298671,103596029289.68733,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
59.49996,219012.78188620647,103711604895.76834,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
60.49996,216499.73094993917,103824771947.56303,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
61.49996,214055.5974523999,103936053414.01526,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
62.49996,211677.42395854986,104045899855.61996,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
63.49996,209362.42070530544,104153572286.74648,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
64.49996,207107.966625778,104258960290.93692,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
65.49996,204911.57963233575,104363774565.80667,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
66.49996,202770.91734671994,104465869910.37619,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
67.49996,200683.7647836625,104566829710.56606,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
68.49996,198648.02725100023,104665874368.93729,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
69.49996,196661.7196898242,104763720138.08505,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
70.49996,194722.9621153831,104859843577.4216,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
71.49996,192828.69311426516,104954863905.08829,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
72.499955,190980.42661320505,105048768666.42786,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
73.49995,189174.6032157535,105139756274.86708,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
74.49995,187409.06812848823,105230231604.52573,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
75.49995,185683.00983783382,105319159902.6189,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
76.49995,183995.04285413027,105407378791.22147,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
77.49995,182343.84670713433,105493982167.3566,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
78.49995,180728.16472373594,105579301999.33658,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
79.49995,179146.79629642784,105663646476.98824,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
80.49995,177598.5989792662,105746406211.07782,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
81.49995,176082.47765690266,105828718706.15431,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
82.49995,174597.38889207787,105909000498.28612,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
83.49995,173142.33523293422,105988793986.54933,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
84.49995,171716.36159071748,106067351823.38535,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
85.49995,170318.5545471449,106144806229.56447,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
86.49995,168948.03996601963,106221267742.35309,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
87.49995,167602.8698811335,106296825443.3862,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
88.499945,166285.03153079108,106372126201.11067,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
89.49994,164992.06140363286,106444986432.37141,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
90.49994,163722.67676947732,106517173260.76617,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
91.49994,162476.7263538079,106589077897.88918,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
92.49994,161253.52913059623,106659703750.26016,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
93.49994,160052.43138027028,106729504108.67767,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
94.49994,158872.80604111048,106798423738.58421,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
95.49994,157714.0474141699,106866897122.83833,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
96.49994,156575.57547290256,106933814893.19324,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
97.49994,155456.8307500605,107000603166.81288,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
98.49994,154357.2740316809,107066110059.31966,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
99.49994,51245.39362918059,107130708454.01973,0.0,0.000134,0.0,0.0,0.0,0.0,0.0
