pressure_bar,pressure_cgs,temperature_K,altitude_cm,qc,qt,rg_cm,reff_cm,rw_cm,ndz_cm^-2,kz_cm2_s
1.309999e-05,13.09999,366.7449721138535,126200.7496488032,0.0,0.000134,0.0,0.0,0.0,0.0,93543110031.85443
1.329999e-05,13.299990000000001,368.4217754078398,124882.60742427656,0.0,0.000134,0.0,0.0,0.0,0.0,93641296118.90454
1.349999e-05,13.49999,370.0810669191091,123597.44767947166,0.0,0.000134,0.0,0.0,0.0,0.0,93737154005.13351
1.369999e-05,13.69999,371.72328654325105,122343.97783436038,0.0,0.000134,0.0,0.0,0.0,0.0,93832851654.81206
1.3899989999999998e-05,13.899989999999999,373.3488590559643,121120.975646235,0.0,0.000134,0.0,0.0,0.0,0.0,93926532781.8946
1.409999e-05,14.09999,374.9581893520581,119927.27800005507,0.0,0.000134,0.0,0.0,0.0,0.0,94019724897.47496
1.4299990000000001e-05,14.299990000000001,376.55166222733084,118761.78717299289,0.0,0.000134,0.0,0.0,0.0,0.0,94110410047.17688
1.4499990000000001e-05,14.49999,378.1296526267795,117623.46028819603,0.0,0.000134,0.0,0.0,0.0,0.0,94201232944.02567
1.469999e-05,14.69999,379.6925303793461,116511.30250128459,0.0,0.000134,0.0,0.0,0.0,0.0,94290663275.47667
1.4899989999999999e-05,14.899989999999999,381.2406353567146,115424.36983610854,0.0,0.000134,0.0,0.0,0.0,0.0,94378284735.05797
1.509999e-05,15.09999,382.77429747048006,114361.76784502112,0.0,0.000134,0.0,0.0,0.0,0.0,94464860674.35063
1.5299990000000002e-05,15.299990000000001,384.2938466368602,113322.64255058928,0.0,0.000134,0.0,0.0,0.0,0.0,94551148128.05417
1.549999e-05,15.49999,385.79959772800976,112306.17879293094,0.0,0.000134,0.0,0.0,0.0,0.0,94636002751.76933
1.5699989999999998e-05,15.69999,387.29184565444524,111311.6035037961,0.0,0.000134,0.0,0.0,0.0,0.0,94719472894.6426
1.589999e-05,15.899989999999999,388.7708853626325,110338.1755901692,0.0,0.000134,0.0,0.0,0.0,0.0,94802864173.98927
1.6099989999999998e-05,16.09999,390.2369967240571,109385.19041349465,0.0,0.000134,0.0,0.0,0.0,0.0,94884250612.71683
1.6299990000000002e-05,16.29999,391.6904497085377,108451.97396088552,0.0,0.000134,0.0,0.0,0.0,0.0,94965538435.04375
1.6499989999999997e-05,16.499989999999997,393.1315092115977,107537.88186797638,0.0,0.000134,0.0,0.0,0.0,0.0,95045366461.43323
1.669999e-05,16.69999,394.56042517867644,106642.29857857004,0.0,0.000134,0.0,0.0,0.0,0.0,95124299352.80566
1.6899990000000004e-05,16.899990000000003,395.97744254300295,105764.6382988098,0.0,0.000134,0.0,0.0,0.0,0.0,95202222512.60678
1.7099989999999998e-05,17.09999,397.38280627016997,104904.33454901287,0.0,0.000134,0.0,0.0,0.0,0.0,95280354270.3464
1.729999e-05,17.29999,398.7767412406557,104060.85110406237,0.0,0.000134,0.0,0.0,0.0,0.0,95355810753.06972
1.7499989999999998e-05,17.499989999999997,400.15947248326034,103233.67010571835,0.0,0.000134,0.0,0.0,0.0,0.0,95432511859.47427
1.769999e-05,17.69999,401.53121987011417,102422.29686383263,0.0,0.000134,0.0,0.0,0.0,0.0,95506806124.59367
1.7899990000000004e-05,17.899990000000003,402.8921884047615,101626.2561321619,0.0,0.000134,0.0,0.0,0.0,0.0,95581237416.39255
1.809999e-05,18.09999,404.24258300771646,100845.09265247983,0.0,0.000134,0.0,0.0,0.0,0.0,95654152475.42621
1.829999e-05,18.29999,405.5825986576135,100078.37009874832,0.0,0.000134,0.0,0.0,0.0,0.0,95726690186.82112
1.849999e-05,18.499989999999997,406.9124303069834,99325.67004832823,0.0,0.000134,0.0,0.0,0.0,0.0,95798564346.60275
1.869999e-05,18.69999,408.23226792375715,98586.5870393507,0.0,0.000134,0.0,0.0,0.0,0.0,95870190585.21867
1.889999e-05,18.899990000000003,409.54228643754016,97860.73499421876,0.0,0.000134,0.0,0.0,0.0,0.0,95939775395.86916
1.909999e-05,19.09999,410.84266085942096,97147.74311746287,0.0,0.000134,0.0,0.0,0.0,0.0,96009897256.21187
1.929999e-05,19.29999,412.1335711352613,96447.24965206397,0.0,0.000134,0.0,0.0,0.0,0.0,96079469137.43022
1.9499989999999996e-05,19.499989999999997,413.41517220032335,95758.91292405703,0.0,0.000134,0.0,0.0,0.0,0.0,96146599153.65848
1.969999e-05,19.69999,414.6876290940216,95082.3997430344,0.0,0.000134,0.0,0.0,0.0,0.0,96215393441.615
1.9899990000000002e-05,19.899990000000003,415.9511017159945,94417.39168366481,0.0,0.000134,0.0,0.0,0.0,0.0,96281661807.10614
2.0099989999999997e-05,20.09999,417.20574009425366,93763.5799455535,0.0,0.000134,0.0,0.0,0.0,0.0,96348775685.77644
2.029999e-05,20.29999,418.45169415718425,93120.66778734486,0.0,0.000134,0.0,0.0,0.0,0.0,96413986764.32901
2.0499989999999996e-05,20.499989999999997,419.68910390913703,92488.3699757245,0.0,0.000134,0.0,0.0,0.0,0.0,96479144138.44035
2.069999e-05,20.69999,420.91811431806286,91866.4114938781,0.0,0.000134,0.0,0.0,0.0,0.0,96543777717.08238
2.0899990000000002e-05,20.899990000000003,422.138865365101,91254.52491202866,0.0,0.000134,0.0,0.0,0.0,0.0,96608185831.4262
2.1099989999999997e-05,21.09999,423.35148700840915,90652.45427836585,0.0,0.000134,0.0,0.0,0.0,0.0,96671064574.68094
2.1299990000000002e-05,21.29999,424.556109254665,90059.95179174643,0.0,0.000134,0.0,0.0,0.0,0.0,96734284493.6422
2.1499989999999997e-05,21.499989999999997,425.75286206378587,89476.77879848803,0.0,0.000134,0.0,0.0,0.0,0.0,96796515128.312
2.1699989999999998e-05,21.69999,426.94187043172934,88902.70193693585,0.0,0.000134,0.0,0.0,0.0,0.0,96858829440.95555
2.1899990000000003e-05,21.899990000000003,428.1232493089384,88337.49971861993,0.0,0.000134,0.0,0.0,0.0,0.0,96919029188.7133
2.2099989999999998e-05,22.09999,429.29711872683555,87780.95592650498,0.0,0.000134,0.0,0.0,0.0,0.0,96980647303.80159
2.2299990000000003e-05,22.29999,430.4635986260299,87232.86068675683,0.0,0.000134,0.0,0.0,0.0,0.0,97040631228.11719
2.2499989999999997e-05,22.499989999999997,431.62279400479787,86693.0122093806,0.0,0.000134,0.0,0.0,0.0,0.0,97100035268.99312
2.269999e-05,22.69999,432.77481485046326,86161.2157697622,0.0,0.000134,0.0,0.0,0.0,0.0,97159089810.83493
2.2899990000000004e-05,22.899990000000003,433.9197711507929,85637.28209327009,0.0,0.000134,0.0,0.0,0.0,0.0,97218023977.50926
2.309999e-05,23.09999,435.0577678831546,85121.02776531108,0.0,0.000134,0.0,0.0,0.0,0.0,97276207890.71065
2.329999e-05,23.29999,436.188905036423,84612.27691553225,0.0,0.000134,0.0,0.0,0.0,0.0,97333850415.53131
2.3499989999999998e-05,23.499989999999997,437.31328761048974,84110.8551622194,0.0,0.000134,0.0,0.0,0.0,0.0,97392028428.07689
2.369999e-05,23.69999,438.4310055525074,83616.59775215475,0.0,0.000134,0.0,0.0,0.0,0.0,97447467136.28116
2.389999e-05,23.899990000000003,439.54215390554,83126.58748048921,0.0,0.000134,0.0,0.0,0.0,0.0,97504721210.52263
2.4099985e-05,24.099985,440.64683256096663,82647.58581031518,0.0,0.000134,0.0,0.0,0.0,0.0,97565351030.83586
2.4299979999999996e-05,24.299979999999998,441.74512669135026,82175.25583461454,0.0,0.000134,0.0,0.0,0.0,0.0,97615795268.93431
2.449998e-05,24.49998,442.83712611623713,81708.09052329691,0.0,0.000134,0.0,0.0,0.0,0.0,97670887089.46027
2.469998e-05,24.69998,443.92292088444793,81247.3295085014,0.0,0.000134,0.0,0.0,0.0,0.0,97725918666.05838
2.489998e-05,24.89998,445.00259096762943,80792.83567364053,0.0,0.000134,0.0,0.0,0.0,0.0,97779255954.32803
2.5099980000000002e-05,25.099980000000002,446.076221388133,80344.474465023,0.0,0.000134,0.0,0.0,0.0,0.0,97833788554.06284
2.5299979999999997e-05,25.299979999999998,447.14389710831426,79902.11495522696,0.0,0.000134,0.0,0.0,0.0,0.0,97886956103.08556
2.5499980000000002e-05,25.49998,448.2056931309261,79465.63089233165,0.0,0.000134,0.0,0.0,0.0,0.0,97939829459.61607
2.569998e-05,25.69998,449.26168944890765,79034.89876449118,0.0,0.000134,0.0,0.0,0.0,0.0,97992570864.54716
2.5899979999999998e-05,25.89998,450.3119610457638,78609.8005873749,0.0,0.000134,0.0,0.0,0.0,0.0,98044405376.12233
2.6099980000000003e-05,26.099980000000002,451.3565879342408,78190.21853046353,0.0,0.000134,0.0,0.0,0.0,0.0,98097360227.2073
2.6299979999999998e-05,26.299979999999998,452.3956400696626,77776.03945500299,0.0,0.000134,0.0,0.0,0.0,0.0,98147822818.73727
2.6499980000000002e-05,26.49998,453.42918247474006,77367.15532707206,0.0,0.000134,0.0,0.0,0.0,0.0,98198759472.88213
2.669998e-05,26.69998,454.4572951434134,76963.457959917,0.0,0.000134,0.0,0.0,0.0,0.0,98250328750.63643
2.689998e-05,26.89998,455.48004304192193,76564.84403057858,0.0,0.000134,0.0,0.0,0.0,0.0,98299796495.66766
2.7099980000000003e-05,27.099980000000002,456.4974911928524,76171.2127051978,0.0,0.000134,0.0,0.0,0.0,0.0,98350176737.76712
2.7299979999999998e-05,27.299979999999998,457.509709572342,75782.46608262132,0.0,0.000134,0.0,0.0,0.0,0.0,98399676064.44495
2.749998e-05,27.49998,458.5167631844949,75398.50855169528,0.0,0.000134,0.0,0.0,0.0,0.0,98449396495.60162
2.769998e-05,27.69998,459.518717015246,75019.24670304399,0.0,0.000134,0.0,0.0,0.0,0.0,98498490249.11888
2.789998e-05,27.89998,460.5156310598943,74644.58871554337,0.0,0.000134,0.0,0.0,0.0,0.0,98547077765.68639
2.809998e-05,28.099980000000002,461.5075603049758,74274.44803644481,0.0,0.000134,0.0,0.0,0.0,0.0,98594282143.93762
2.829998e-05,28.299979999999998,462.49456977274275,73908.73896422316,0.0,0.000134,0.0,0.0,0.0,0.0,98643212447.944
2.849998e-05,28.49998,463.4767244321912,73547.35026502595,0.0,0.000134,0.0,0.0,0.0,0.0,98690998539.64305
2.869998e-05,28.69998,464.4539490615431,73190.24119893924,0.0,0.000134,0.0,0.0,0.0,0.0,98712414737.3606
2.889998e-05,28.89998,465.4264293275152,72837.33131885198,0.0,0.000134,0.0,0.0,0.0,0.0,98785562279.27971
2.909998e-05,29.099980000000002,466.39434454687637,72488.52978438468,0.0,0.000134,0.0,0.0,0.0,0.0,98831558096.36536
2.929998e-05,29.299979999999998,467.35761995095703,72143.76213111043,0.0,0.000134,0.0,0.0,0.0,0.0,98877853121.5456
2.949998e-05,29.49998,468.31631553600016,71802.95386785125,0.0,0.000134,0.0,0.0,0.0,0.0,98924563752.45285
2.969998e-05,29.69998,469.27048128151483,71466.0345171209,0.0,0.000134,0.0,0.0,0.0,0.0,98969725831.78409
2.989998e-05,29.89998,470.22017220936465,71132.9319698115,0.0,0.000134,0.0,0.0,0.0,0.0,99016557414.94218
